soru,dogruCevap,aciklama,secenekA,secenekB,secenekC,secenekD,secenekE,soruSirasi,source,konuGrubu
"Sağlık problemlerinin takibini yapabilmek için devamlı ve sistematik olarak veri toplanması, analizi, yorumlanması ve konuyla ilişkili kişilerin kullanımı için dağıtılması işlemine ne denilir?",A,,Sürveyans,Kohort araştırması,Filyasyon,Epidemiyoloji,Kesitsel araştırma,31.0,tusem52_ktbt.json,Dahiliye (Dahiliye + Dahiliye Küçük Stajlar)
Fazla sayıda yaralanın olduğu durumlarda kullanılan basit triyaj ve hızlı tedavi (START) tekniğinde hangisi öncelikle değer-lendirilir?,C,,Kan basıncı,Nabız basıncı,Solunum,SpO2,GKS,32.0,tusem52_ktbt.json,Dahiliye (Dahiliye + Dahiliye Küçük Stajlar)
"35 yaşındaki kadın hasta yazın çiftlikte uzun süre çalıştıktan sonra bacaklarında ve kollarında gelişen istemsiz ağrılı kasılmalar ile acile başvuruyor. Başvuruda vitalleri normal saptanan hastaya IV sıvı ve NaCI replasmanı yapıldıktan sonra hastanın semp-tomları düzeliyor.

Bu hastada en olası tanı aşağıdakilerden hangisidir?",B,,Sıcak çarpması,Sıcak krampları,Sıcak döküntüsü,Sıcak senkobu,Sıcak bitkinliği,33.0,tusem52_ktbt.json,Dahiliye (Dahiliye + Dahiliye Küçük Stajlar)
Aşağıdakilerden hangisi arteryal doppler US kullanım alanlarına uygun endikasyonlardan değildir?,E,,Psödoanevrizma,Arteryel trombüs,İnternal karotis arter stenozu,Transplante böbrek,Glioblastome multiforme takibi,34.0,tusem52_ktbt.json,Dahiliye (Dahiliye + Dahiliye Küçük Stajlar)
Aşağıdaki yapı ve organlardan hangisi ya da hangileri radyasyona daha duyarlıdır?,C,,Kas,Kemik,İnce bağırsaklar-dalak-gonadlar-meme-tiroid-timus,Kıkırdak,Karaciğer-kalp-akciğer-böbrekler,35.0,tusem52_ktbt.json,Dahiliye (Dahiliye + Dahiliye Küçük Stajlar)
Eklampsi nedeniyle MgSO4 (Magnezyum sülfat) tedavisi verilen annenin bebeğinde aşağıdaki durumlardan hangisi bek-lenmez?,C,,Solunum depresyonu,Hiporefleksi,Hipertansiyon,Mekonyum tıkacı,Letarji,37.0,tusem52_ktbt.json,Pediatri
"18 aylık kız bebek solukluk şikayeti ile getiriliyor. Olgunun 1 hafta önce ÜSYE geçirdiği öğreniliyor. Laboratuvar incelemelerin-de Hb: 9 gr/dl, MCV, HbF, ADA düzeyleri normal ve retikülositopenisinin olduğu saptanıyor.

Yukarıda tanımlanan olgunun en olası tanısı aşağıdakilerden hangisidir?",A,,Çocukluk çağının geçici eritroblastopenisi,Diamond-Blackfan anemisi,Konjenital trasnkobalamin 2 eksikliği,Fanconi aplastik anemisi,Konjenital diseritropoietik anemi,38.0,tusem52_ktbt.json,Pediatri
"Solukluk ve sağırlık şikayeti ile getirilen olgunun laboratuvar incelemelerinde megaloblastik makrositer anemi ve kardiyomi-yopati saptanıyor. Hastaya bir vitamin başlanıyor ve anemisinin düzeldiği görülüyor.

Başlanan vitaminin aşağıdakilerden hangisi olması en olasıdır?",C,,Folik asit eksikliği,Vitamin B12 eksikliği,Tiamin eksikliği,Pridoksin eksikliği,E vitamini eksikliği,39.0,tusem52_ktbt.json,Pediatri
"12 yaşında erkek hasta yürürken dengesini sağlayamama şikayeti ile başvuruyor. Fizik muayenesinde serebellar testlerinde bozukluk saptanıyor. Kontrastlı çekilen kraniyal bilgisayarlı tomografide serebellumda duvarında kontrast tutulumu olan kis-tik kitle saptanıyor.

Yukarıda tanımlanan olgunun en olası tanısı aşağıdakilerden hangisidir?",A,,Pilomiksoid astrositom,Medulloblastom,Oligodendrogliyom,Dev hücreli astrositom,Glioblastom,40.0,tusem52_ktbt.json,Pediatri
"6 yaşında erkek hasta halsizlik, solukluk ve burun kanaması şikayetleri ile çocuk acil polikliğinie getiriliyor. Olgunun fizik muaye-nesinde hepatosplenomegali ve jeneralize lenfadenopati saptanıyor. Laboratuvar incelemelerinde Hb:7 gr/dl; BK: 60000/mm3 ve PLT: 80000/mm3 bulunuyor. Periferik kan yaymasında blastlar dikkati çekiyor. PA akciğer grafisinde mediyastinal LAP saptanı-yor.

Yukarıda tanımlanan olguda en olası tanı aşağıdakilerden hangisidir?",A,,T hücreli akut lenfoblastik lösemi,B hücreli akut lenfoblastik lösemi,Pre-B hücreli akut lenfoblastik lösemi,M3 tip akut miyelositik lösemi,M7 tip akut miyeloblastik lösemi,41.0,tusem52_ktbt.json,Pediatri
"10 yaşında erkek hasta dışkılamayla bazen de dışkılama sonrasında parlak kırmızı renkli kanama şikayeti ile getiriliyor. Fizik muayenesi solukluk dışında normal olarak değerlendirilen olgunun kan tetkikleri demir eksikliği anemisiyle uyumlu bulunu-yor.

Yukarıda tanımlanan olgunun en olası tanısı aşağıdakilerden hangisidir?",E,,İntussepsiyon,Özofagus varis kanaması,İntestinal duplikasyon kisti,İnflamatuar barsak hastalığı,Kolonik polip,42.0,tusem52_ktbt.json,Pediatri
"8 yaşında kız hasta yutma güçlüğü, regürjitasyon ve gelişme geriliği şikayetleri ile başvuruyor. Olgunun hemogram, periferik yayması ve serum IgE düzeyleri normal olarak değerlendiriliyor. Göğüs grafisinde dilate hava-sıvı seviyeleri görülüyor.

Yukarıda tanımlanan olgunun en olası tanısı aşağıdakilerden hangisidir?",C,,Eozinofilik özofajit,Gastroözofageal reflü,Akalazya,Hiatal herni,Disfaji lusoria,43.0,tusem52_ktbt.json,Pediatri
"Prenatal takipli 2 saatlik bebek oksipital bölge yerleşimli kitle nedeniyle yenidoğan yoğun bakım ünitesine yatırılıyor. Olgunun fizik muayenesinde yarık dudak-damak, mikrosefali ve polidaktili saptanıyor. Cinsiyet ayrımı yapılamıyor.

Bu olgunun en olası tanısı aşağıdakilerden hangisidir?",C,,Seckel sendromu,Fanconi sendromu,Meckel-Gruber sendromu,Edward sendromu,Smith-Lemli-Opitz sendromu,44.0,tusem52_ktbt.json,Pediatri
"Anne ve babası akraba olan 14 yaşında erkek hasta jeneralize tonik-klonik vasıflı başlayan ardından miyoklonilerin olduğu nöbet geçirme şikayeti ile başvuruyor. İzlemde olgunun okul başarısının da azaldığı ifade ediliyor.

Cilt biyopsisinde ekrin ter bezi kanallarında PAS (+) inklüzyonlar saptanan olgunun en olası tanısı aşağıdakilerden hangisi-dir?",C,,Landau-Kleffner sendromu,Lennox-Gastaut sendromu,Lafora hastalığı,İnfantil spazm,Ohtahara sendromu,45.0,tusem52_ktbt.json,Pediatri
Aşağıda sık görülen immün yetmezlik ve o hastalığa ait karakteristik klinik özellik eşleştirmelerinden hangisi yanlıştır?,C,,Bruton agamaglobulinemisi: Tonsil dokusunun olmaması veya çok küçük olması,Selektif Ig A eksikliği: Sprue benzeri tablo,"Wiskott-Aldrich sendromu: İri, sayıca az trombosit",Hiper IgE sendromu: Kaba yüz görünümü,Kronik granülomatöz hastalık: Tekrarlayan abseler,46.0,tusem52_ktbt.json,Pediatri
"5 yaşında erkek hasta midye yemeği takiben nefes almada güçlük, kusma ve karın ağrısı şikayetleri ile getiriliyor. Olgunun fizik muayenesinde cildinde yaygın olarak kırmızı renkli, kabarık ve kaşıntılı plak tarzında döküntülerinin olduğu saptanıyor. Tansiyon düşüklüğü dışında vital bulgularının stabil olduğu tespit ediliyor.

Yukarıdaki olgunun en olası tanısı aşağıdakilerden hangisidir?",A,,Anafilaksi,Besin zehirlenmesi,Akut ürtiker,Serum hastalığı,Herediter anjioödem,47.0,tusem52_ktbt.json,Pediatri
Mikrodelesyon ile karakterize sendromlar ve bu sendromların klinik özellikleri ile ilgili olarak aşağıdaki eşleştirmelerden hangisi yanlıştır?,A,,"Prader-Willi sendromu: Willms tümörü, genitoüriner anomali, mental retardasyon","Angelman sendromu: Hipotoni, açık saç rengi, gülme atakları, mental retardasyon","Alagille sendromu: Safra kanalı azlığı, kalp defekti, gözde posteriyor embriyotokson, kelebek vertebra","Sotos sendromu: Aşırı büyüme, makrosefali, mental retardasyon","Di-George sendromu: Timus ve paratiroid aplazisi, konotrunkal kalp defektleri, yarık damak",48.0,tusem52_ktbt.json,Pediatri
Aşağıdakilerden hangisi yapısal (konstitüsyonel) boy kısalığının özelliği değildir?,E,,Kemik yaşları takvim yaşından ortalama 2–4 yıl geridir.,Ailede benzer öykü genellikle bulunur.,Nihai boyları normal beklenen hedef boyudur.,Puberteye yaşıtlarından geç girerler.,Doğumdan sonra yıllık büyüme hızları büyüme eğrisine paralel ilerler.,49.0,tusem52_ktbt.json,Pediatri
"Dört yaşında erkek çocuğun rutin poliklinik takibinde boyunun kısa olduğu fark ediliyor. Boy: 92 cm (<-2SD) ölçülüyor. Anam-nezinde yenidoğan döneminde hipoglisemilerinin olması nedeniyle hastanede yatırılarak tedavi edildiği öğreniliyor. Fizik incelemesinde basık burun kökü, belirgin alın, bebeksi bir yüz görünümü ve küçük el-ayaklar dikkati çekiyor. Çocuğun kemik yaşı 2 yıl ile uyumlu bulunuyor. Yaşıtlarına göre nörokognitif fonksiyonları normal saptanıyor.

Bu hastada en olası tanı aşağıdakilerden hangisidir?",C,,Sotos Sendromu,Konstitüsyonel boy kısalığı,Büyüme hormonu eksikliği,Konjenital hipotiroidizm,Noonan Sendromu,50.0,tusem52_ktbt.json,Pediatri
"Bacaklarda eğrilik şikayeti ile getirilen 2,5 yaşında hastanın yapılan tetkiklerinde; hipofosfatemi, glukozüri, aminoasidüri sap-tanmıştır. D vitamin ve 1,25-OH vitamin D düzeyi normal, karaciğer fonksiyon testleri normal olan hastanın hipotiroidisi olduğu görülmüştür. Fotofobi şikayeti ile yapılan incelemesinde ise gözde sistin kristallerine rastlanmıştır.

Bu hastadaki en olası tanı aşağıdakilerden hangisidir?",B,,Sistinüri,Sistinozis,Alkaptonüri,Homosistüniri,Tirozinemi,51.0,tusem52_ktbt.json,Pediatri
"Yenidoğan döneminde miyoklonik nöbetleri olan bir hastaya valproik asit tedavisi başlanmıştır. Valproik asit tedavisinin nö-betleri arttırdığı gözlenmiştir.

Bu hastada en olası tanı aşağıdakilerden hangisidir?",C,,Pridoksin eksikliği,Molibden kofaktör eksikliği,Non-ketotik hiperglisinemi,Homosistüniri,Biotinidaz eksikliği,52.0,tusem52_ktbt.json,Pediatri
Konjenital kalp hastalıkları ve konjenital malformasyon sendromları eşleştirildiğinde hangisi doğrudur?,C,,Rubella - Trunkus arteriozus,Williams sendromu - AVSD,Holt oram sendromu - ASD,Noonan sendromu - Aort koarktasyonu,Alagille sendromu - Büyük arter tranpozisyonu,53.0,tusem52_ktbt.json,Pediatri
VSD’nin kapatılması için cerrahi endikasyon olmayan aşağıdakilerden hangisidir?,D,,Başka bir nedenle açıklanamayan ilerleyici gelişme geriliği,İnfundubuler VSD,Qp: Qs > 2:1 olan 2 yaşından büyük hastalar,Pulmoner vazodilatörlere yanıtsız ağır pulmoner vasküler hastalık,Medikal tedavi ile kontrol altına alınamayan konjestif kalp yetmezliği,54.0,tusem52_ktbt.json,Pediatri
"Altı yaşındaki erkek çocuk birkaç gün önce başlayan hafif ateş ve öksürük şikayetleriyle çocuk acile getiriliyor. Genel durumu orta-kötü, vücut sıcaklığı 400C olan olgunun kaba, havlar tarzda öksürdüğü dikkati çekiyor. Solunum sıkıntısının olması ve toksik görünmesi nedeniyle olgu, acil gözleme alınıyor. Olgunun ağzından salya akmıyor ve disfaji şikayeti bulunmuyor.

Bu hasta için en uygun tanı ve tedavi aşağıdakilerden hangisi gibi olmalıdır?",C,,KRUP - deksametazon+rasemik epinefrin,Epiglottit - seftriakson,Trakeit - vankomisin + seftriakson,Bronşiyolit - Adrenalin nebül + salbutamol nebül,Anafilaksi - im adrenalin,55.0,tusem52_ktbt.json,Pediatri
Aşağıdaki enfeksiyonlardan hangisinden sonra pediatrik otoimmün nöropsikiyatrik hastalık (PANDAS) görülmesi en olası-dır?,B,,Stafilokoklar,Streptokoklar,Ebstein Barr Virüsü,Adenovirüsler,Koksakivirüsler,56.0,tusem52_ktbt.json,Pediatri
Henoch-Schönlein purpurası tanısı konulduktan sonra gelişebilecek olası böbrek hastalığının takibi en uygun nasıl olmalı-dır?,A,,En az 6 ay boyunca aylık kan basıncı ve idrar tahlili takibi,En az 3 ay boyunca aylık serum sodyum ve kreatin takibi,Yıllık kan basıncı ve idrar takibi,Üç ayda bir pro-BNP bakılması,Üç ayda bir üriner sistem USG incelemesi,57.0,tusem52_ktbt.json,Pediatri
Tamamlayıcı beslenme ile ilgili aşağıdakilerden hangisi yanlıştır?,E,,İlk 6 ay sadece anne sütü verilmelidir.,Yeni gıdalar olası alerjik durumlar açısından tek tek başlanmalıdır.,Çinko ve demir zengin gıdaların verilmesi önemlidir.,Şeker ve tuz kullanılmamalıdır.,Fitat alımı arttırılmalıdır.,58.0,tusem52_ktbt.json,Pediatri
X’e bağlı hipofosfatemik rikets ile ilgili aşağıdaki bilgilerden hangisi yanlıştır?,E,,Çocuklarda paytak-paytak yürüme görülür.,Tedavi edilmeyen hastaların erişkin boyu kısadır.,Riketsin beslenme dışı en sık nedenidir.,Dişlerin çıkmasında gecikme ve diş apseleri sık görülür.,Raşitik rozari ve Harrison oluğu belirgindir.,59.0,tusem52_ktbt.json,Pediatri
"Eksikliğinde glukoz intoleransı, periferik nöropati, ensefalopati gelişen ve insülin aktivitesini artıran eser element aşağı-dakilerden hangisidir?",D,,Mangan,Çinko,Bakır,Krom,Selenyum,60.0,tusem52_ktbt.json,Pediatri
Aşağıdaki organların hangisinin sekresyonunda potasyum iyonu daha fazladır?,A,,Mide,İnce Bağırsak,Ösefagus,Pankreas,Safra kesesi,61.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdaki replasman sıvıların hangisinin içinde Elektrolit bulunmaz (saf Su)?,C,,Ringer Laktat,Serum Fizyolojik,%5 Dextroz,Plasmalyte,½ Mix Mayi,62.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Kanamalı Travma hastalarında sıvı resüsitasyonu sırasında aşırı sıvı yüklenmesinden kaçınmak için sıvı resüsitasyonunda hedef nokta ne olmalıdır?,D,,Asidoz gelişmesi,Hasta yoğun bakıma ulaştığında sıvı resüsitasyonu kesilebilir,Sistolik kan basıncı 120mmHg üzerine çıkarılması,Sistolik kan basıncının 80-90mmHg civarında tutulması,Nabız sayısının 90/dk tutulması,63.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
"İnflamatuar yanıtta aşağıdakilerden hangisi, hücreyi travmatik stresin aşırı etkilerinden koruyan hücre içi proteinler olarak kabul edilir?",A,,Isı Şok Proteinleri (HSP),Toll Like reseptör IV,High Mobility Group Box One (HMGB-1),C Type Lectin,Nucleotid Binding Domain,64.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdaki hastaların hangisinde perioperatif dönemde mutlak nutrisyon desteğine ihtiyaç yoktur?,D,,Gastrointestinal sistemi fonksiyon göstermeyen hastalar,Yanık gibi majör katabolik durumlar,Belirgin kilo kaybı olanlar (>%10),3 gün süreyle ağızdan beslenemeyecekler,Hipoalbuminemi (<3g/dl),65.0,tusem52_ktbt.json,
Aşağıdakilerden hangisi septik şoktaki bir hastada temel tedavi yöntemlerinden biri olarak kabul edilmez?,C,,Sıvı tedavisi,Steroid tedavisi,Bikarbonat infüzyonu,Vazopressörler,İnotropik tedavi,66.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Karın sol alt kadranda umblikustan 3 cm uzaklıkta bıçakla yaralanma ile acil servise başvuran genel durumu satbil 24 ya-şında erkek hastada aşağıdakilerden hangisi öncelikle önerilir?,C,,Laparotomi,Laparoskopi,Lokal anestezi ile yara eksplorasyonu,BT ile değerlendirme,Diagnostik peritoneal Lavaj,67.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdakilerden hangisi yanık hastalarında yanık merkezi yatış endikasyonlarından değildir?,D,,Elektrik yanığı,İnhalasyon yanığı,Yüzde %1 lik 2. Derece yanık,Gövde ön yüzde % lik 2. Derece yanık,Sırtta %2 lik 3. Derece yanık,68.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdakilerden hangisi graves hastalığının klasik bulgularıdır?,C,,Tiroit nodülü- Hipertiroidi- Ellerde uyuşma,Hipotiroidi- DM- Yaygın ödem,Guatr- Tirotoksikoz- Oftalmopati,Multinodüler guatr- Hipotiroidi- Zayıflama,Hipokalsemi-Hipertiroidi- Tiroid nodülü,69.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Serum Tiroglobülin düzeyi hangi tiroid kanserlerinin takibinde kullanılmaz?,C,,Papiller Ca,Folliküler Ca,Medüller Ca,Hurtle Hücreli Ca,Papiller komponentli Anaplastik ca,70.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Multipl Endokrin Neoplazi TipIIA da aşağıdaki patolojilerden hangisi eşlik etmez?,D,,Feokromasitoma,Medüller Tiroid Ca,Ganglinörinom,Pankreas Endokrin Neoplazi,Marfanoid görünüm,71.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdakilerden hangisi meme kanserli hastalarda vertebra metastazları yayılım yolu olarak kabul edilir?,A,,Batson Pleksusu,Axiller ven,Axiller arter,Torasikus Longus siniri,Subklavikular lenf nodları,72.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Patolojik meme başı akıntılarının en sık sebebi aşağıdakilerden hangisidir?,B,,Sklerozan adenozis,İntraduktal papillom,Paget hastalığı,Duktal ektazi, Duktal meme kanseri,73.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdaki durumlardan hangisinde mutlak Helikobacter Pylori tedavisi önerilmez?,D,,Aktif peptik ülser,Erken mide kanser tedavisi sonrası,Maltoma,Karsinoid sendrom,Açıklanamayan dispepsi,74.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdakilerden hangisinin varlığı mide kanserlerinde radikal tedavinin yapılamayacağı ileri evere bulgusu olarak kabul edilir?,B,,İleri Yaş,Sol supraklavikular lenf nodu pozitifliği,Kontrol edilemiyen kan hiperglisemi,Hipokrom Mikrositer anemi,6 ayda 5 kg’dan fazla zayıflama,75.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
Aşağıdakilerden hangisinde akut apendisitte en sık görülen bulgular doğru sırayla verilmiştir?,B,,Ateş-Bulantı/kusma- Karın Ağrısı,İştahsızlık- Karın ağrısı- Bulantı/kusma,Karın ağrısı- Ateş- Sarılık,Ateş -Loökositoz-Karın Ağrısı,Ateş- Taşikardi- Karın Ağrısı,76.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
"Karın ağrısı, şiddetli ishal, rektal kanama ile gelen hastada yapılan kolonoskopide rektumdan ileuma kadar tüm kolon mukoza hiperemik, fragil kanamalı olarak izleniyor. Alınan biyopside mukoza-submukozasınırlı inflamasyon ve kript apseleri tesbit ediliyor.

Bu hasta için en olası tanı aşağıdakilerden hangisidir?",A,,Ülseratif Kolit,Crohn hastalığı,Divertikülit,İnen kolon Ca,Sağ kolon Ca,77.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
"Kırk üç yaşında erkek hasta kabızlık ve makattan kan gelmesi şikayetiyle başvuruyor. Öyküsünden defekasyon sırasında ma-katta bıçak saplanması gibi keskin ağrı ile gaytaya bulaşan çizgi şeklinde taze kırmızı kanaması olduğu öğreniliyor.

Bu hasta için en olası tanı aşağıdakilerden hangisidir?",A,,Anal Fissür,İnternal Hemoroidal hastalık,Eksternal Hemoroidal hastalık,Anal apse,Perianal fistül,78.0,tusem52_ktbt.json,Genel Cerrahi (Genel Cerrahi + Cerrahi Küçük Stajlar)
