soru,cevap,cevaplayan_unvan
"Merhaba , 2014 yılından kalma bir dosyamız var uyap sistemi üzerinden dosya hesabı sıfır olarak görünüyor dosya kapalı/takipsizlik biz alacaklı vekiline bir türlü ulaşamıyoruz uyap üzerinden dosya harcının hesaplanıp tarafımıza bildirilmesini istedik ancak alacaklı tarafından talep yapılması gerektiğinden dolayı red kararı verildi dosyayı haricen tahsile çevirip kapatmak istiyoruz ama karşı tarafa ulaşamadığımız için bir yol alamadık bu konu ile ilgili ne yapabiliriz ? şimdiden teşekkür ederim","İyi Günler, Bu konu ile ilgili barodan yardım alabilirsiniz.",Hukuk Bilgi Platformu
"Merhaba isyerinde bir arkadasimla,kendi sahsi ozel hattim ve ozel tlfnumdan whatsapp uzerinden, yine arkadasimin sahsi ozel hatti ve telefonundan, isyerinde calisan baska biri icin yaptigim yazismada,hakkinda yorum yaptigim 3. sahsin bu yazismalari görüntü alarak kendisiyle alakalı bazı tehdit ve hakaret olarak algilanan cumlelerden dolayi fabrikada gidip hakkimda sikayetci olmus,benden de savunma istediler,ancak kisinin kendi tlf nu yada is kanallari uzerinden ya da sahsi yuz yuze hicbir diyalogum olmadi,bu durumda fabrika bana nasil yaptirim uygulayabilir,neyle karsilasabilirim","İyi Günler, Eğer üçüncü şahıs savcılığa suç duyurusunda bulunmadıysa, fabrikanın size herhangi bir yaptırımda bulunabilmesi için fabrika ile aranızda yapmış olduğunuz sözleşmede bu konuya ilişkin bir hüküm olması gerekir.",Hukuk Bilgi Platformu
Belediyeye ait iş yerimin kira sözleşmesini belediye ile yaklaşık 5 ay önce 10. Yıllık sözleşme ile yeniledim. Fakat belediye işyerinin satışını kurumlar arasında ihalesiz olarak yaptı ve ticaret odasına devretti şuan tapu ticaret odasında benim haklarım nelerdir ticaret odası beni işyerimden çıkarabilir mi ?,"Merhaba,burda sözleşme şartlarına bakmak lazım,bu konuya ilişkin özel bir madde var mı? Yani belediye ile yapmış olduğunuz sözleşmede ihale yoluyla veya ihale yolu olmadan başka bir devlet kurumuna satışından dolayı kira sözleşmesinin geçerliliğini yitireceğine dair bir madde yer alıyor mu ona bakmanız lazım ama böyle bir sözleşme yoksa bile söz konusu iş yerini devralan kamu kurumu ancak zaruri ihtiyaç olduğu takdirde çıkarabilir.",Hukuk Bilgi Platformu
"7aydır iş yerimden ödeme alamıyorum , İş yerini şikayet edersem bana ödeme yapmak zorundalar mı?","İyi Günler, ücreti ödenmeyen işçinin birtakım seçimlik hakları mevcuttur. Eğer isterseniz maaşınız ödenmediği için haklı nedenle istifa edip tazminat ve ödenmeyen ücretinizin ödenmesi için dava açabilirsiniz veya çalışmaya devam ederek maaşınızın ödenmesi için işvereninize karşı dava açabilirsiniz.",Hukuk Bilgi Platformu
Ben gıda toptancısıyım. Fatura kesip mal verdim. Fatura bedelini ödemediler bende fatura ile icra takibi başlattım. Karşı taraf mal bana gelmedi diye icraya itiraz etti. Bundan sonra ne yapmalıyım. Hangi mahkemeye başvurmalıyım en kısa hangi yolu izlemeliyim,"Merhaba, karşı tarafın icraya itiraz ederek durdurduğu takibe devam edilebilmesi için itirazın iptali davası açabilirsiniz. Fakat hangi mahkemede itirazın iptali davası açılacağına ilişkin olarak karşı tarafın tacir sıfatına haiz olup olmadığı önem arz etmektedir. Eğer karşı taraf tacir ise; Asliye Ticaret Mahkemesinde; değilse Asliye Hukuk Mahkemesinde itirazın iptali davası açarak söz konusu takibe devam edebilirsiniz.",Hukuk Bilgi Platformu
Hafta tatili kullanmadan 1 hafta izin yapmadan çalışıyoruz mesailerimizi yatırıyorlar haklı fesih hakkı kullanarak ihbar ve kıdem tazminatımı alabilir miyim ?,"Merhaba, hafta tatilinin kullandırılması işçilerin temel haklarının başında gelir. Hafta tatilinin kullandırılmaması, işverenin kendisine ait yükümlülüğünü yerine getirmemiş olması anlamına gelmektedir. Bu sebeple; iş sözleşmenizi haklı nedenle feshedebilirsiniz. Bununla birlikte eğer söz konusu çalıştığınız iş yerinde aynı işveren için en az bir yıldır çalışıyorsanız kıdem ve ihbar tazminatınızı da alabilirsiniz.",Hukuk Bilgi Platformu
"Adıma acılan icra takibe düşen borcumu en hızlı nasıl ödeyebilirim? İcra dairesine gitmem şart mı, online şekilde yapılabilir mi? Borcumu Ödedikten sonra yapmam gereken herhangi bi sey var mı? Bu konuda hic bilgim yok lütfen yardımcı olur musunuz","Merhaba, öncelikle ödeme emri tarafınıza gönderildi mi? Eğer ödeme emri tarafınıza gönderildiyse bu durumda dilerseniz 7 gün içinde bu borca itiraz edebilsiniz. Fakat ödemek isterseniz; size gönderilen ödeme emrindeki icra dairesine ait banka hesabına kapak hesabı yapıldıktan sonra borcu yatırabilirsiniz. Yani ödeme emrinde yazılan icra dosyası açıklama kısmındaki hesap numarasına ödeme yaparak icra borcunuzu ödeyebilirsiniz.",Hukuk Bilgi Platformu
2019 yılında sgk dan emekli oldum 21 nisanda maaşımdan 2600 tl eksıkyatmış sonradan ogrendık sgk fazla kesıntı yapmış 2004/2008 yılları arasında 2009 da işyeri mahkemeye verip kazammış tabıkı bunlarda kimsenın haberi yok 2019 kadar neden haber verip kesmedınız yada neden 16 yıl sonra kestınız bunun mantıgı nedır acaba nasıl bi yol izlemelıyız acaba malum emekliyız bu arada işyerım arçelık buzdolabı fabrıkası kımi kıme şikayet edecegiz sayımız oldukça fazla ve hala fabrıkada çalışanlarda mevcut sendikadanda ses çıkmıyor tşk hızmet dokumanında o yıllar iptal yazıyor,"Merhaba, bu konuya ilişkin olarak toplu halde Sosyal Güvenlik Kurumuna başvurabilirsiniz.",Hukuk Bilgi Platformu
2013 yilanda karıştığım bir olaydan dolayı bana 220/6 maddesin de ceza verdi any mahkemesi 220/6 maddesinin iptalina karar verdi bu maddede olan düzenleme nasıl islenicek benim suç tarihim 2013,"Merhaba, Aym, TCK´nın 220/6 maddesinin öngörülebilir ve kanunilik şartını taşımadığına karar verdi. Şöyle ki; Anayasa Mahkemesi(AYM) ""örgüt üyesi olmamakla birlikte örgüt adına suç işleyenleri cezalandıran Türk Ceza Kanunu düzenlemesini iptal etti. Kararın gerekçesinde ise; ""kuralın örgüt üyeliğine dair herhangi bir somut delil bulunmadan cezalandıracak şekilde yorumlandığı ve kamu otoritelerinin keyfi uygulamalarını önleyecek şekilde belirli ve öngörülebilir nitelikte olmadığı belirtilmiştir. Bu sebeple AYM, Türk Ceza Kanununun 220.maddesinin 6.fıkrasında yer alan düzenlemeyi anayasaya aykırı bularak iptal etti. Bununla birlikte; fiilin kanunda suç olmaktan çıkarılması halinde, bu suçtan mahkumiyete ilişkin adli sicil ve arşiv kayıtları talep aranmaksızın silinir.",Hukuk Bilgi Platformu
Ev sahibin sözleşmem iki ay olmasına rağmen zam yaptı 2600 8 bin TL iyi ay önceden istiyor zamlı sözleşmem bitmedi hala bı de bundan sonra sözleşme yapmicam ne zaman zam yaparım yada çıkarırım belli olmaz gibi sözler kullandı ne yapmam gerek elden veriyordum bankadan da ödeme almıyor ne yapabilirim ne gibi hakkım olur,"Merhaba, kira artışları yıllık yapılmaktadır. Ev sahibinizin yıl sonu olmaksızın kira bedelinde artış yapması yasal değildir. Bununla birlikte artık yeni düzenleme ile kira bedelinin bankadan ödenmesi gerekmektedir. Ev sahibiniz eğer kabul etmiyorsa bu durumu vergi dairesine bildirebilirsiniz.",Hukuk Bilgi Platformu
Galeriden araç aldım motoru arızalı cıktı nasıl bir yol izlemeliyim,"Merhaba, bu konuyu öncelikle satıcıya bildirmelisiniz. Fakat satıcı ile anlaşamadığınız takdirde bu konuya ilişkin olarak tüketici hakem heyetine başvurabilirsiniz.",Hukuk Bilgi Platformu
Merhaba biri 3 diğeri 4 yaşında olan iki kızım var öğretmenim eşimden ayrılırsam çocukların ikisi de bana verilir mi eşimden ayrılma sebebim ise kaba sinirli hort biz insan olması hem bana hem çocuklara karşı,"Merhaba, Boşanma davasında çocukların velayetinin kesin olarak anneye bırakılması ile ilgili bir hüküm bulunmamaktadır. Mahkeme çocuğun yüksek yararını gözeterek hangi yaşta olursa olsun velayeti babaya verebilir. Fakat büyük bir istisnai durum yoksa 0-7 yaş aralığındaki çocukların yaşının küçük olması, anne şefkatine ve bakımına ihtiyaç duyması sebebiyle genellikle velayeti anneye verilir. Bununla birlikte söz konusu sizin durumunuzda ise; eşinizin çocuklarınıza karşı da kaba ve sinirli olması boşanma davasında velayetin kime verileceği hususunda dikkate alınacaktır.",Hukuk Bilgi Platformu
1978 yılında ölen dedem üzerine tarla tapusu düzenlenmiştir. 20 yıl önce ölmüş birisi üzerine tapu düzenlenmesi geçerli ve yasal mıdır? Gerektiğinde tapu iptali yapılabilir mi vereceğiniz bilgi için teşekkür eder saygılarımı sunarım,"Merhaba, 20 yıl önce vefat etmiş birisi üzerine tapu düzenlenmesi yasal değildir. Bu konuya ilişkin olarak tapu iptali ve tescili davası açabilirsiniz.",Hukuk Bilgi Platformu
Maddi imkansizliklardan dolayı iş yerinden ayrılıp haklarımı tazminatımı almak istiyorum. Lakin buna şirketim yanaşmıyor. 07.2013den bu yana haklarım mevcut. 11 yıllık hakkım var. Ne yapmam gerekiyor. Haftada 5 saat ve biri gece nöbeti. Normal mesaim 9-18:00. Gece mesaim 18:00-09:00. Ama gündüz özellikle hiç 18:00 da çıkamıyoruz. Her gün yarım saat 1 saat geç çıkıyoruz. Bölümüm güvenlik personeli.,"Merhaba, bu konuya ilişkin olarak iş sözleşmenizi haklı nedenle fesh edilirsiniz. Ayrıca 11 yıldır çalıştığınız için kıdem tazminatı ve fazladan çalıştığınız saatler için fazla mesai ücreti alabilirsiniz.",Hukuk Bilgi Platformu
Slm bir şirkette 8. Ayda 18 gün 9. Ayda 30 gün 10.ayda 30 gün olmak üzere 78gun calıstım SSK mı yatırmışlar ama asgari ücretimi edemiyorlar ne yapabilirim.,"Merhaba, ücreti ödenmeyen işçi, İş Kanunu madde 24/2-e uyarınca İş sözleşmesini haklı nedenle feshetme hakkına sahiptir. Yani dilerseniz İş sözleşmenizi ücret alacağınızı alamamanız sebebiyle haklı nedenle feshedebilirsiniz. Ayrıca işverene, ücret alacağınızın ödenmesi yönünde bir ihtarname gönderebilirsiniz. Bu ihtarnameye rağmen maaşınız ödenmediği takdirde ücret alacağınız için dava açabilirsiniz. Ayrıca bu durumu Çalışma Bakanlığına da şikayet olarak bildirebilirsiniz.",Hukuk Bilgi Platformu
Annem yüzde 95 ağır engelli 19 senedir. Abim vasisi. Ancak 1 senedir abim vasiligi i kötüye kullanıyor annemin bakimiylada ilgilenmiyor. Ben mahkemeye gidip dilekçe yazıp annemin vasiligi ni abimden alınıp bana verilmesini arz ettim. Dilekçe vereli 1 ay oldu. Benim merak ettiğim bu iş nzmn sonuçlanır ilk duruşma nzmn olur. İlk duruşmada annemi alabilir miyim bu arada şahit ve delillerimde var.,"Merhaba, Vasi görevini ihmal eder, yetkilerini kötüye kullanır veya güven sarsıcı davranışlarda bulunur ise vesayet makamı tarafından görevden alınır. Söz konusu sizin olayınızda ise; abinizin vasiliği kötüye kullandığını, annenizin bakımıyla ilgilenmediğini şahitleriniz ve elinizdeki deliller ışığında ispat edebilirseniz abiniz vesayet makamı tarafından görevden alınacaktır fakat ne zaman sonuçlanacağı mahkemenin yoğunluğuna ve iş yüküne bağlı olarak değişkenlik gösterecektir.",Hukuk Bilgi Platformu
Merhaba. Arsamızın üstünden yüksek gerilim elektrik hattı geçmekte. Biz arsayı almadan önce yapılmış. Arsamızın üzerinden geçen yüksek gerilim elektrik hattı nedeniyle iş yerimizi belirli bir yüksekliğe kadar kurmuş bulunmaktayız. İş yerimizin üstüne başka bir iş yeri kurmak istiyorum. iş yerimizin üst tarafını değerlendirmek istiyorum çünkü tek katlı ve değeri düşüyor Elektrik santrallerinin kaldırılması için neler mümkün? Yardımlarınızı bekliyorum.,"İyi Günler, siz arsanızı satın almadan önce söz konusu arsa üzerinden yüksek gerilim elektrik hattı geçtiğini biliyor muydunuz yoksa sonradan mı öğrendiniz? Eğer söz konusu arsa üstünden yüksek gerilim hattı geçtiğini bilerek arsayı aldıysanız bu hususta pek fazla bir şey yapılamıyor. Fakat arsanız üzerinden yüksek gerilim elektrik hattı geçmesi sebebiyle kamulaştırma bedelini alabilmek için dava açabilirsiniz.",Hukuk Bilgi Platformu
"2-Durusmalardan bagişik tutulmayan sanik Mesut Bozkurt hakkinda zorla getirme emri çikartilmasina, sanik hazir edildiginde hakkinda 5237 sayil TCK´nin 109/2 ve 149/1-d,h madde ve fikralarinin uygulanmasi ihtimaline binaen ek savunma hakki taninmasina, Burda ne demek istenmiş bilgi verirmisiniz maddelerde yer alan","İyi Günler, TCK madde 109/2 Kişiyi hürriyetinden yoksun kılma suçu ile alakalıdır. Sanığın, kişiyi hürriyetinden yoksun kılma suçunu işlemek için veya işlediği sırada cebir, tehdit veya hile kullanması hallerinde verilecek cezanın artırılacağına ilişkindir. TCK madde 149/1-d,h ise; Nitelikli Yağma suçu ile alakalıdır. Yağma suçunun yol kesmek suretiyle ya da konutta, işyerinde veya bunların eklentilerinde işlenmesi ve gece vakti işlenmesi anlamına gelmektedir.",Hukuk Bilgi Platformu
Merhaba ben Ayşe Gül Özer devam eden bir davamız var. 2016 yılında babam Samsun´dan Aydın´a gidip bir ev kiraladı.Bİzden sadece bir kira peşin ve bir emlakçı komisyonu istendi ve biz de verdik.Ancak depozito ücreti istenmedi.Evde 2.5 yıl kadar oturduk hiç bir sorun yaşanmadı. Sonra Foça´ya taşındık.Bir süre sonra Aydın´daki evin sahibi bizden evi boyatmadan ciktigimiz için boya parası istedi 2000 TL gondermedik Bu tarihten 1 yıl sonra bize depozito borcu altında bir senet yolladı icraya verilmiş.Oysa babam böyle bir senet imzalamadigini söyledi.Babamin bu sözüne istinaden imzanın sahte olduğunu iddia ederek dava açtık ve imza babamın çıktı davayı kaybedicez büyük ihtimalle dedi avukatımiz peki bu imza nasıl alındı babamdan adamcaz imzalamış ama ben imzalamadim diyor depozito senedi elde bekletilir mi bu şekilde bu doğru mu bu çelişkilerle dolu zihnim bir de size danışmak istedim yapabileceğim bir şey var mı şimdiden teşekkür ederim,"Merhaba, ev sahibi sizden 2000 tl boya parası istemiş fakat eğer aranızda bu hususa ilişkin olarak aksi bir sözleşme yapmadıysanız evdeki olağan kabul edilebilecek eskimelerden ve hasarlardan kiracı sorumlu tutulamaz ama eğer depozito borcu adı altında senet imzalattı ise bu durumda bir şey yapılamaz. Zaten söz konusu atılmış olan imza sahte ise imza kriminal incelemede çıkacaktır ama söz konusu sizin olayınızda imza babanıza ait çıkmış bu durumda sahtelik iddiasından ilerleyemezsiniz.",Hukuk Bilgi Platformu
Merhabalar ben çalıştığım kurumdan çıkışımı aldığım akşam benim yapmadığım bir google aramasını benimmiş gibi atmakta bulunduğum yerde kamera çekmiyor. Google arama motoruna işverenin adı soyadı ve sapık idaresi yazılmış. Benim için sorum teşkil eden bir durum var mıdır. Ben işverenin kameradan ses dinlemesi yaptığını anladığım an belirttiğim için işten çıkışımı verdi. Çalıştığım işyeri En başta Kendi adına bir işyeri açtı orada sigorta girişimi başlattı işe ancak oranında işten çıkışını vermedi yine aynı işveren başka bir şirket açtı ve oaradan öıkışımı verdi ancak kendi adına açtığı şirketin çıkışını yapmaamış. ne yapabilirim bana ne gibi dönüşü olur mobinglerine halen devam etmekte,"İyi Günler, öncelikle söz konusu durumda işveren, sizi haklı sebep olmaksızın işten çıkardığı takdirde eğer isterseniz işverene karşı işe iade davası açabilirsiniz. Bunun yanı sıra sizin yapmadığınız bir google aramasını siz yapmışsınız gibi size yansıtan kişi size karşı iftira suçunu işlemektedir ve bu durum sizin için değil karşı taraf için sorun teşkil edecektir. Çünkü bir kişiye yönelik olarak bir suç isnadı yüklendiği takdirde bunun ispat edilmesi gerekmektedir. Bununla birlikte maruz kaldığınız mobing sebebiyle Çalışma ve Sosyal Güvenlik Bakanlığına bu hususa ilişkin olarak başvuru yapabilirsiniz.",Hukuk Bilgi Platformu
"Velayete sahip bir baba iken eski eşimin açtığı velayetin değiştirilmesi davası uyarınca, dava sürecinde 10/06/2021 tarihinde velayet TEDBİREN anneye verildi. Ben İstinafa başvurdum. Birkaç ay sonra anne tarafıma İŞTİRAK NAFAKASI davası açtı. Mahkeme, velayet dosyasının İstinafta olduğunu gerekçe göstererek, İstinaf sonucundaki kesin hükme kadar nafaka bağlamayı reddederek davayı erteledi. 24/05/2022 tarihinde İstinaf velayet değişikliği kararının hukuksuz olduğuna hükmederek kararı bozdu, TEDBİREN VELAYET kalktı. Tarafıma açılan İŞTİRAK NAFAKASI dosyasının kapanması için dilekçe verdim. Uzun süre işleme konmadı. Tekrar hatırlatma dilekçesi gönderdim ve uzun bir aradan sonra 14/12/2023 tarihinde yerel mahkeme, yukarıdaki tarihler arasını kapsayacak şekilde aylık 1.250 TL nafakaya KESİN OLMAK ÜZERE hükmetti. 1- Bildiğim kadarıyla velayetin tedbiren alındığı dönemde iştirak değil tedbir nafakası açılır. Ancak tarafıma iştirak nafakası açılmış ve istinaf sürecinin sonuna kadar da reddedilmişti. Zaten istinaf lehime sonuçlandı. Bu durumda 2,5 yıl öncesine dönük verilen bu karar hukuksuz değil midir? 2- Yerel mahkeme bu kararı kesin ibaresiyle vermiştir. Araştırıp öğrendiğim kadarıyla miktar olarak istinaf alt sınırının altında olduğu için kesin karar verilmiş. Ancak miktar dışında kararın hukuksuz olduğunu düşündüğüm için istinafa gitmek istiyorum. Bunun önünde bir engel var mı? Ya da nasıl hareket etmeliyim? Teşekkür eder, saygılarımı sunarım.","Merhaba, tedbir nafakasının ödenmesine dair karar dava sürecinin herhangi bir aşamasında talep edilse dahi dava açılma tarihinden itibaren ödenmesine karar verilecektir. Tedbir nafakasının başlangıç tarihi dava açılış tarihi olacaktır. Tedbir nafakasının sona erme tarihi ise davanın sona erip kesinleşme tarihidir. Yani boşanma davası devam ederken hakimin, eşin ya da çocukların doğrudan bakımı ya da barınması adına hükmettiği nafaka türü tedbir nafakasıdır. Boşanma davası devam ederken hakim çocuğun bakım ve gözetimi için tedbir nafakasına hükmeder. İştirak nafakası ise boşanma kararının kesinleşmesinden sonra ödenmektedir. Yani boşanma kararı kesinleşmediği takdirde iştirak nafakası alınamaz. Bununla birlikte eğer boşanma kararı kesinleştiyse ve velayetin değiştirilmesi davası sebebiyle velayetin tedbiren anneye verildiği süreçte çocuk eğer annede kaldıysa bu durumda o tarihler için iştirak nafakasına hükmedilebilir. Nafakanın türünü belirleyen husus boşanma kararının kesinleşip kesinleşmediğidir. Boşanma kararının henüz kesinleşmediği süreç içerisinde tedbir nafakası, kesinleştikten sonra ise iştirak nafakasına hükmedilebilir.",Hukuk Bilgi Platformu
