soru,tarih,cevap
İyi günler ben emekliyim bir iş yapmaya çalıştım beceremedim çalışan işçilere borçlandım kurtarmak için Ankara'dan biri emekli maaşından mufakanatme ver hemen sana para gönderelim tefeçi yani bende çalışanların parasını ödemek için verdim iki aydır kesiliyor ama kuruş ödeme yapmadılar şimdi maaşımdan kesinti yapılıyor onamı yanayım galiba dolandırıldım onamı yanayım bana bir yol gösterirseniz teşekkür ederim saygılarımla,9/13/2022 9:40:39 PM,Merhabalar. Öncelikle bu şekilde dolandırıldığınızı düşünüyorsanız hemen suç duyurusunda bulunmanız gerekir. Borcunuzun herhangi bir kaynağı yoksa bu hususta da icra kanalıyla gerekli girişimlerde bulunmalısınız. Verdiğiniz bilgileri daha detaylandırmanız halinde ayrıntılı şekilde yol haritasını oluşturabiliriz.
Iyi günler biz üç kardeşiz babam vefat ettiğinden beri erkek kardeşimiz bağkur parasını kendi alıyor bize vermiyor yani babamın bağkur borcunu kendi yatırdığı icin bizde almak istiyoruz ama vermiyor ve kartı kendi anneme bile vermiyor bu durumda ne yapabilirim,9/6/2022 9:05:11 PM,Merhabalar. Babanız vefat etmiş ise Bağkur parasını erkek kardeşinizin alma imkanı bulunmamaktadır. Bu şekilde bir işlem yapılması da Yasal değildir. Dolayısı ile durumun derhal Sosyal Güvenlik Kurumuna bildirilmesi gerekir.
Türktelekomun tivibu ve İnternet hattını haziran 2022 de kapattım.zaten kampanyası bitmiş ve ve faturaları normal tarifeden öduyordum.cihazları turktelekom bayine teslim ettim.Bana teslim edildigine dair bir adet evrak verdiler . Ama cihazlar t slim edilmediği icin 460 tl gibi bir farura çıkartmışlar.surekli msj atıp hukuki süreç başlayacaktır diyorlar.nasil bir yol izlemeliyim,9/6/2022 9:40:46 AM,Öncelikle teslim edilen evrak ile tüketici hakem heyetine gidebilirsiniz. Yine bu hususta Ticaret Bakanlığına (görev gereklerine aykırı davranan personel hakkında) bulunabilirsiniz. Ayrıca müşteri hizmetleri ile doğrudan iletişime geçerek sorunun çözümünü talep edebilirsiniz.
Merhabalar. Komşumla yaşadığım tartışma sonucunda karakola ben şikayette bulundum ama kendileri daha önce husumet yaşadığımız başka bir komşunun karakola gidip ifade verip şahitlik etmesi sonucu . Savcılıktan soruşturmu esnasında tehdit suçunu işlemiş olduğum kanaat getirilip uzlaşmaya gidildi. Ben fail karşı taraf mağdur oldu. Uzlaştırma memuru uzlaşma koşullarına uymazsam cezamın iki kat arttırılacağını söyledi. Böyle bir şey var mı ? Ayrıca ben değil mağdur anlaşmayı bozarsa o da ceza alırmı yoksa yalnız benmi ceza alıyorum. Şimdiden ilginize teşekkür ederim.,9/6/2022 9:18:16 AM,Merhabalar. Uzlaştırma işlemlerinde her iki taraf uzlaştıklarını beyan eden belgeleri imzaladıktan sonra uzlaşma tamamlanmıştır. Karşı tarafın bu aşamadan sonra uzlaşma hükümlerine aykırı davranması söz konusu olamaz. Uzlaşma sağlanamadığı takdirde kamu davası açılır ve yargılama süreci başlar. Bu aşamadan sonra yargılama safhalarında suçu işlediğiniz sabit görülürse ceza alırsınız. Konuyla ilgili daha detaylı bilgiyi ancak dosya suretiyle müracaatınız halinde verebiliriz. İyi günler dileriz.
Merhaba eşim kasıtlı yaralama nedenli 1 yıl 8 ay ceza aldı fakat hükmün açıklanması geriye bırakıldı .Bu yüzden özel güvenlik kimlik kartı iptal edildi. Bu durum memur ve ya bakanlıkta işçi olarak girmesine engel olur mu ? Şartlarda 657 nin 48 madde şartları aranıyor orada 1 yıldan fazla hapis cezası almamış olmak yazıyor Bu durum bizi olumsuz mu etkiler ?,8/27/2022 3:27:14 PM,Merhaba. Hükmün Açıklanmasının Geri Bırakılması kararları memuriyete engel değildir. Ancak idare bazı durumlarda işlenen suçun niteliği gibi durumlarda kabul şartı koyabiliyor. Bu nedenle işe kabul etmeme durumlarında dava yolu ile hakkınızı alabiliyorsunuz.
İyi günler. Dün 16.00 sıralarında kangoolaj mı ne bi hukuk bürosu mesaj attı adınıza dva açılmıştır saat 17.00 kadar arayın mağdur olmayın diye. Ben de dolandırıcı diye mesajı sildim sonra şüphelendim internette aradım öyle bi hukuk bürosu yok ve e devletten de adıma dosya veya herhangi bir şey açılmamış sizce dolandırıcı mı yoksa hukuk bürosu dava açmadı mı daha ? Hukuk büroları aramadan konuşmadan böyle bir mesaj atabilir mi?,8/13/2022 1:30:13 PM,İyi günler. Muhtemelen bir dolandırıcılık olayı ile karşılaşmışsınız. Hiç bir hukuk bürosu bu şekilde mesaj atmaz. Ayrıca size karşı bir dava açılmış ise mutlaka tebligat gelir. Yine e devlet kontrolünde bu durum görülür. Endişelenmenize gerek yok. İyi günler dileriz.
Merhaba eşim benim yerime özel hayatı ihlal davası açabilir mi ablama herkese fotoğraflarimi gondermis wp üzerinden açarsa mahkemede nasıl bi dilekçe yazmamız lazım.,8/11/2022 11:38:46 PM,"Merhaba. Eşiniz böyle bir dava açamaz. Davayı sizin kendi adınıza açmanız gerekiyor. Fotoğrafların niteliği ve paylaşılan ortamın durumuna göre dilekçenizi hazırlamanız gerekir. Dilekçe örneğini burdan size sunamayız ancak özel (kimseyle paylaşmadığınız) fotoğraflarınızın paylaşılması ""özel hayatın gizliliğini ihlal"" suçunu oluşturacaktır."
merhabalar benim içinde kiracı olan dükkanım var ve bu dükkanı satmak istiyorum kiracıyı çıkarmak gibi bir derdim yok ama kiracı dükkanın içini çekmeme izin vermedi ben de önünü çevresini çekeyim dedim bu seferde dükkana bakmaya gelen oluyor giren çıkandan rahatsız oluyorum deyip bunu da istemedi ben kavga olmadan kırmadan halletmeye çalışıyorum fakat dükkan bu şartlar altında satılamaz ben dükkanın önünü çevresini çekip ilana koymak istiyorum mümkünse içini de çekmek istiyorum yasal haklarım neler lütfen beni bilgilendirin teşekkür ederim.,8/11/2022 4:01:40 PM,"Merhabalar. Kiracınıza gerekli ihtaratları yapıp dükkanı satacağınızı, fotoğraf çekimi ve gelen müşterileri gezdirme için randevu talep ettiğinizi belirtir bir ihtar çekmeniz gerekmektedir. Bu ihtarata rağmen kiracınız yardımcı olmazsa bu durum sizin için haklı nedenle fesih hakkı verecektir. Kiracınız hem fotoğraf çekimi hem de gelen müşterilerin dükkana bakması için gerekli kolaylığı sağlamak zorundadır."
Abim 2017 yılında bı yaralama olayına karıştı mahkemede 1 sene 15 ay ceza aldı yararının 6 ay olduğunu solediler 2 ayını yattı kaçtı firar etti 2019 yılında kaçtı hala firar ilk firari yakalanırsa ne olur birde bu af çıkıyor bı tarih belirlemisler ondan önceki tarihlere verilcek diyor abim o tarihten önce diaardayken bu af çıkarsa yararlanirmi,8/8/2022 2:00:36 PM,Merhabalar. Çıkacak olan af yasasından herhangi bir bilgimiz yok. Bu tip yasalar ancak çıktıklarında kimleri ne derecede etkileyeceği hususunda beyanda bulunabiliyoruz. Abinizin firar etmiş olması nedeniyle yakalandığında öncelikle firar nedeniyle aldığı hücre cezası infaz edilecektir. Bu ceza infaz edildikten bir yıl sonra disiplin cezası kaldırılacaktır. Ancak bu aşamadan sonra denetim ve açık ceza infaz kurumu haklarını elde edebilir. Kapsamlı bilgi için ilam ve müddetname bilgileri ile müracaatınız uygun olacaktır.
Merhaba 2009 da vefat eden babamın mirası 2012 Ekim de bölüşüldü ve hisseli hissesiz olacak sekilde tapular paylaşıldı ancak haksız paylaşım ve mali değerler açısından adaletsiz olduğunu düşünmekteyim. Yeniden dava açarak paylaşım olmasını istiyorum. Yasal olarak hakkım var mı? Teşekkürler,8/7/2022 6:55:34 AM,"Merhabalar. Yapılan paylaşım rızai değilse, saklı pay haklarına müdahale olduysa veya sonradan yeni bir durum ortaya çıktıysa bu paylaşıma itiraz hakkınız bulunabilir. Ancak bu durumun tespiti için öncelikle tereke (kalan miras) ve paylaşılan miras bilgilerinin tarafımıza iletilmesi gerekmektedir. Bu bilgilerle ziyaretiniz halinde yardımcı olmak isteriz."
Dayimlar bize düşen yerleri ekip biciyorlar az bir payımız olduğu için anlaşma yoluna da gitmiyorlar.ne yapmam gerekir.müşterek yerler,8/5/2022 11:25:18 PM,"Merhaba. Müşterek arazilerinizi başkaca ortakların ekip faydalanması halinde, hakkınıza düşen payı isteyebilir, kira bedeli talep edebilir veya haksız el atmanın önlenmesi için müdahalede bulunabilirsiniz. Bu işlemler dava yolu ile mümkün olacaktır."
"Merhaba. Biz almanyada yaşıyoruz ve istanbulda bir evimiz var.Babam bundan 3 sene evvel emlakçılara satılsın diye teklif etti.Tabii bu 3 sene içerisinde pandemi,iş krizi ve para sıkıntısı olduğu için satılmadı.Piyasa düzelmeye başladığında benimle iltibatta olan Emlakçı bir kaç kez satın almak isteyenleri dükkana götürdü ama eski kiracımız ve enişte demeye çekindiyim kişi her seferinde bunları içeri almayıp,sahibi almanyadan dönünce gösteririz diye yolluyorlar.Bu sene duydumki annemler türkiyedeyken,enişte,kiracımız ve buldukları bir komisyoncu değeri 4 milyondan fazla olan dükkanı,annemleri kandırarak 2,3 milyona sattırmışlar.Aradan bir hafta geçmeden dükkanı 3,5 milyona devretmişler.Ben eminim komisyoncu,enişte ve eski kiracı annemleri dolandırdıklarından.Ben oğlu olarak dava açabilirmiyim,yada yapabileceğim bir şey varmı,bana ne önetebilirsiniz?Düşündükçe çıldırasım geliyor,nereden bakarsanız yaklaşık 70 bin euro.Burada onu biriktirmek için 30 yıl sürer,bunlarda hiç göz yummadan bizimkilerini dolandırdılar.Beni en çok üzen eniştemiz,insan bu kadar hain olamaz.Bana bir yol gösterirseniz çok sevinirim",8/5/2022 5:46:49 AM,Merhabalar. Öncelikle derhal suç duyurusunda bulunmanız gerektiğini düşünüyoruz. Bu hususta tapu sahibi olarak babanızın şikayetçi olması gerekmektedir. Bu şekilde sizi dolandırmak suretiyle gerçekleştirilen eylemin tespitini sağladıktan sonra fazla alınan kısım için bir tazminat davası açılabilir. Konu ile ilgili detayları görüşmek için iletişime geçebiliriz.
Merhaba 3 yıldır özel sektörde çalışıyorum sakal yüzünden 3 tutanak yedim 1 sene sonrasında askere gitmeyi düşünüyorum tazminat açısından bu tutanaklar sorun olur tazminatı alamama durumum var mı ?,8/3/2022 9:00:12 PM,Merhabalar. İşvereniniz bu tutanaklar yüzünden herhangi bir cezai işlem uygulamamış veya iş sözleşmesinin feshi yoluna gitmemiş ise (anlatımınızdan bu anlaşılıyor) sonradan bu tutanakları bahane ederek tazminatınızı engelleyemez.
"Merhaba, babamın sigara kaçakçılığından 2 ayrı dosyası vardı. Bir dosyanın denetimi için 6 ay imza attıktan sonra pandemi nedeni ile dosyanız kapatıldı imzaya gelmenize gerek yok dediler. Şimdi dosya tekrar açılmış ve cezanın devamı niteliğinde bir tebligat geldi. Ama ticaret bakanlığı itiraz edip cezanın yeni kanunlar çerçevesinde üst sınırdan verilmesini istemiş. Kesinleşmiş cezada böyle birşey mümkün mü? Ve diğer sorum da ilk dosyanın imza süreci bitmeden 2. Denetim cezası da tebliğ olursa 5 yıl hapis cezasına mı döner? Cevaplarsanız çok sevinirim, teşekkürler.",8/3/2022 12:11:02 PM,Merhaba. Öncelikle infaz dosyanızla müracaatınız halinde bu hususlarda net cevap verebiliriz. Ancak pandamı süreci tamamlandıktan sonra Denetimli Serbestlik Müdürlükleri tekrar imza yükümlülüğünü uygulamaya başladılar. Kesinleşmiş ceza ile ilgili herhangi bir itiraz yapılamaz. Ticaret Bakanlığı'nın bu şekilde bir itiraz yoluna başvurusunun sebebini anlamış değiliz. Dosyanızla birlikte ziyaretiniz halinde ayrıntılı yardımcı olabiliriz.
25 Mart 2015 tarihinde kiracım ile kira kontratı yaptık. Bu seneye kadar eve ihtiyacımız olmadığı için sorunsuz olarak evde oturmaya devam ettiler fakat bu yaz döneminde (temmuz - Ağustos) aylarında kamu lojmanında oturma sürem bittiği için evime geleceğimi sözlü olarak Mart 2022 içinde kiracıya söyledim. Ağustos ayı başında kiracıma yukarıdaki gerekçeden dolayı evi boşaltmasını istedim fakat evi boşaltmaya yanaşmıyor. Kendi evimde oturmak için kiracımı çıkartmak için ne yapmalıyım. Bu arada elimde kiracının imzalamış olduğu tarihsiz tahliye taahhütnamesi bulunmaktadır. Tesekkürler.,8/3/2022 11:33:15 AM,"Merhabalar. Kira kontratınızın bitim tarihinden 15 gün önce ihtarda bulunmak üzere ihtarda bulunarak kiracının çıkmasını istemeniz gerekmektedir. Kira kontratı bitmeden kiracının (kirayı ödememesi, eve zarar vermesi vb.) hatası olmadan evden çıkarmanız ne yazık ki mümkün değildir."
Anneme babasından miras olarak tarlalar kaldı en küçüğü 17 dönüm toplamda 97 donum kardeşleriyle anlaşamıyorlar satmak için tarlalar dedeme tapulu idi 25 yıl oldu vefat edeli annem bütün tarlalardan kendi hissesini tapulamak istiyor yeni kanuna göre 20 dönüm altı bölünmez dediler biraz araştırdım hak sahibi 15 Mayıs 2014 fen önce vefat edenler eski kanuna tabi diye bir yazı okudum yol gösterirseniz sevinirim kolay gelsın,8/2/2022 9:00:07 PM,"Merhabalar. Durumunuz 6537 sayılı""TOPRAK KORUMA VE ARAZİ KULLANIMI KANUNUNDA DEĞİŞİKLİK YAPILMASI HAKKINDA KANUN"" hükümlerine göre çözümlenebilir. Bu kanun gereği ne yazık ki şu anda bölünme olmuyor. Ancak size tapularla birlikte müracaatınız halinde yardım etmek ve sorunun çözümünü en lehinize olacak şekilde üstlenmek isteriz."
Selam eşimin eski eşi vefat etti ve 14 yasinda (erkek)cocuk kaldi velayet davasi acilacak bu süreç ne kadar sürer kendim yurtdisindayim sahip cikani olmazsa yatili okula verebilme imkani varmi . Velayet gelene kadar vasi olmasi gerekmi ve 1 kisiden fazla kisiya vasi verilirmi.,7/29/2022 9:20:53 AM,"Merhaba. Velayet şu an için sağ kalan eş olarak zaten babadadır. Ancak baba çocuğa bakamayacağını beyan eder ve bu hususta yetkili organlara başvurursa, çocuk Çocuk Esirgeme Kurumu gibi yerlere yerleştirilebilir. Yine aynı şekilde babanın velayeti üzerine almama gibi bir tercihi bulunmamaktadır."
merhabalar ben ankara alnıacık marketler zincirinde calışıyordum dogum nedeni ile 8 hafta rapor aldım raporum bitti bana ihbar name gönderecekleri söylediler 2senedir calışıyordum tazminat hakkım varmıdır ve maaslarımı sigortamızı20 sini geciyordu bi hakkım varmıdır.,7/28/2022 4:57:45 PM,Merhaba. Rapor usulüne uygun alınmış görünüyor. Bu nedenle tabi ki tazminat haklarınız geçerlidir. Bu konuda süreleri geçirmemenizi ve dava yoluna gidecekseniz mutlaka hukuki destek almanızı öneririz.
Merhabalar kiracım 3 senedir oturuyor bu sene çıkmasını söyledim ve evi boşaltması için ihtar çektim kiracımın damadı bizi arayıp evi boşaltıcaz yok 14 günlük sürem var anahtar teslim edicem vs vs yalanlarla 1 ay bekletti ve çıkmadı bizde avukata danıştık tahliye davası açma süreniz geçmiş dedi kiracıda bunu kullanarak evden çıkmıyor kiraları düzensiz yatırıyor evi satmak istiyorum müsait günümü bekleyin diyor tamam diyoruz haftalarca evi göstermiyor bütün telefonlarımızı engelledi damadı üzerinden bizle iletişim kurmaya çalışıyor 3 sene öncesine ait tarihsiz tahattünamesi var elimde ne yapabilirim hukuksal yardım istiyorum çıkıcam diyip yasal süreyi geciktirmesi dolandırıcılığa girer mi bu konu da yardım istiyorum evimden çıkmıyor kiracı geç yatırıyorlar ve evi bilerek satmayım diye emlakçıya göstermiyorlar nasıl bir yol izleyebilirim ayrıca eski kiracı olduğu için yüzde 25 artışı kullanarak bedava fiyatına oturuyor evide çok hor kullanıyor ne yapabiliriz Saygılarımla.,7/26/2022 1:13:47 AM,"Merhaba. Kiracınızı gerekçesiz olarak evden çıkarma hakkınız yok. Kanuni gerekçelerin bulunması (kendi ihtiyacınız, tadilat, satış vb.) halinde usulüne uygun ihtar çekerek süreci yönetebilirsiniz. Kira kontratı yapılan dönemde tahliye taahhütü imzalatmanız ise geçersiz bir işlemdir."
"Merhaba ; 09.09.2019'da ilk kira sözleşmem duruyor. Ev sahibi 2 ay önce arayıp 850 tl olan kira ücretinin 1500 yapacağını söyledi. Bende kendisine yıl dolduğunda zam geçerli olur dedim o zaman veririz dedim. Devletin yeni kararı olan % 25 zam artışı olduktan sonra 3 gün önce arayıp evi vermeyeceğini kızının oturacağını söyleyip yıl dolduğunda evden çıkmamı söyleyince, bende kendisine eğer kızından hariç başkasına verirsen, veyahut kızın 3 yıl dolmadan çıkarsa tüm yasal hakkımı kullanacağımı söyledim. Kendisi sinirlenerek hak da, hukuk da , mahkemede benim istediğim kişiye veririm veya vermez çıkacaksın dedi. Kendisi tahrik ve tehdit sözler kullanıp telefonu kapattı. Daha sonra aradan 2 gün geçtiğinde sabah saatlerinde bir kaç sefer aradı en sonunda telefonu açtım ve kızının gelmeyeceğini, eşim ile konuştuk, beni mağdur etmeyeceğini oturmaya devam edeceğini söyledi. Yalnız piyasada ev fiyatları yüksek ben senden 1700 talep ediyorum dedi ben buna da tamam dedim. ertesi gün sabah yine aradı anlaştık mı dedi bende '' TAMAM '' dedim. aynı günün akşamı yine aradı ve eşinin bu durumu kabul etmeyeceğini kızının oturacağını söyledi ve yine bana çıkmamın gerektiğini söyledi. Bende malesef sözüne bakarak bir miktar olan param ile borcumu ödediğimi ev bulamadığımı paramın olmadığını dile getirdim. ama kendisi beni ilgilendirmez çıkacaksın diyor. ilk kira sözleşmem duruyor ve kira sözleşmem de aylık olarak kira vereceğimi ve yanına tire koyup 5 yıllık olarak yazmışım.bu konuda ne yapmam gerekiyor nerelere başvuru yapmam lazım. Kızı gelse bile kendisi beni çıkartabilir mi ?",7/25/2022 1:26:08 AM,Merhabalar. Resmi şekilde bir ihtar yapmadan ev sahibiniz sizi evden çıkaramaz. Ayrıca yasa gereği olarak %25 den fazla kira artışı da kanuni olmayacaktır. Ev sahibiniz 10 yıldan önce yasal bir gerekçe sunmadan sizi evden çıkaramayacaktır.
